x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
3212,2025/07/07,16:33-16:36,Mon,35,27.7,53,58,774,626,0.894,0.42,0.012,0.078,0.012,1.332
3213,2025/07/07,16:36-16:39,Mon,35,27.7,53,59,769,623,0.756,0.42,0.066,0.3,0.378,0.69
3214,2025/07/07,16:39-16:42,Mon,35,27.7,53,59,767,625,0.012,0.42,0.828,0.558,0.486,0.798
3215,2025/07/07,16:42-16:45,Mon,35.1,-,53,-,765,-,0.012,0.42,0.828,0.558,0.93,0.846
3216,2025/07/07,16:45-16:48,Mon,35.1,27.7,53,59,763,625,0.318,0.42,0.174,0.228,0.18,0.75
3217,2025/07/07,16:48-16:51,Mon,35.1,27.7,53,58,761,624,0.504,0.396,0.024,0.234,0.012,0.168
3218,2025/07/07,16:51-16:54,Mon,35.1,27.9,53,58,755,634,0.012,0.006,0.078,0.402,0.018,0.54
3219,2025/07/07,16:54-16:57,Mon,35.1,28,53,57,743,640,0.018,0.006,0.216,0.654,0.012,0.312
3220,2025/07/07,16:57-17:00,Mon,35.1,28.1,53,57,742,643,0.012,0,0.126,0.858,0.012,0.432
3221,2025/07/07,17:00-17:03,Mon,35.2,28.3,53,57,736,644,0.036,0.012,0.048,0.06,0.012,0.12
3222,2025/07/07,17:03-17:06,Mon,35.2,28.5,53,57,730,649,0.012,0,0.012,0.012,0.012,0.012
3223,2025/07/07,17:06-17:09,Mon,35.2,28.6,53,56,732,656,0.012,0.006,0.018,0.012,0.012,0.012
3224,2025/07/07,17:09-17:12,Mon,35.3,28.7,53,56,728,653,0.012,0.006,0.012,0.012,0.012,0.012
3225,2025/07/07,17:12-17:15,Mon,35.2,28.8,53,56,728,653,0.012,0,0.012,0.006,0.012,0.006
3226,2025/07/07,17:15-17:18,Mon,35.2,28.9,53,56,729,653,0.006,0,0.012,0.012,0.006,0.012
3227,2025/07/07,17:18-17:21,Mon,35.2,29.1,53,56,736,645,0.036,0.012,0.036,0.03,0.012,0.006
3228,2025/07/07,17:21-17:24,Mon,35.2,29.1,53,56,739,644,0.012,0.006,0.012,0.006,0.012,0.012
3229,2025/07/07,17:24-17:27,Mon,35.2,29.2,53,56,739,640,0.006,0,0.012,0.012,0.006,0.012
3230,2025/07/07,17:27-17:30,Mon,35.2,29.2,53,56,737,635,0.012,0,0.012,0.012,0.012,0.006
3231,2025/07/07,17:30-17:33,Mon,35.3,29.3,53,56,738,633,0.012,0.006,0.012,0.012,0.012,0.012
3232,2025/07/07,17:33-17:36,Mon,35.3,29.3,53,56,743,630,0,0,0,0,0.012,0.006
3233,2025/07/07,17:36-17:39,Mon,35.3,29.3,53,56,750,631,0.012,0.006,0.012,0.006,0.012,0.012
3234,2025/07/07,17:39-17:42,Mon,35.4,29.4,53,55,758,630,0.012,0.006,0.012,0.012,0.012,0.006
3235,2025/07/07,17:42-17:45,Mon,35.4,29.4,52,55,773,637,0.012,0,0.012,0.006,0.012,0.012
3236,2025/07/07,17:45-17:48,Mon,35.3,-,52,-,785,-,0.012,0,0.012,0.012,0.012,0.006
3237,2025/07/07,17:48-17:51,Mon,35.4,29.5,52,55,806,637,0.012,0,0.012,0.006,0.012,0.012
3238,2025/07/07,17:51-17:54,Mon,35.4,29.5,52,55,824,640,0.012,0,0.012,0.012,0.006,0.012
3239,2025/07/07,17:54-17:57,Mon,35.4,29.5,52,55,851,641,0.012,0.006,0.012,0.006,0.012,0.006
3240,2025/07/07,17:57-18:00,Mon,35.4,29.6,52,55,856,635,0.012,0.006,0.012,0.012,0.006,0.012
3241,2025/07/07,18:00-18:03,Mon,35.4,29.6,52,56,873,635,0.012,0.006,0.012,0.012,0.012,0.006
3242,2025/07/07,18:03-18:06,Mon,35.4,29.6,52,56,878,628,0.012,0,0.012,0.012,0.006,0.012
3243,2025/07/07,18:06-18:09,Mon,35.5,29.6,52,56,884,621,0.012,0,0.012,0.012,0.012,0.006
3244,2025/07/07,18:09-18:12,Mon,35.4,-,51,-,891,-,0.012,0,0.012,0.006,0.006,0.012
3245,2025/07/07,18:12-18:15,Mon,35.4,29.7,52,56,900,624,0.006,0,0.012,0.012,0.012,0.006
3246,2025/07/07,18:15-18:18,Mon,35.4,29.7,52,56,902,619,0.012,0,0.012,0.006,0.006,0.012
3247,2025/07/07,18:18-18:21,Mon,35.4,29.7,52,56,904,619,0.012,0.006,0.012,0.012,0.012,0.012
3248,2025/07/07,18:21-18:24,Mon,35.4,29.7,52,56,907,622,0.012,0.006,0.012,0.006,0.006,0.006
3249,2025/07/07,18:24-18:27,Mon,35.4,29.7,52,56,912,619,0.006,0.006,0.012,0.012,0.012,0.012
3250,2025/07/07,18:27-18:30,Mon,35.4,29.7,52,56,908,620,0.012,0.006,0.012,0.012,0.006,0.006
3251,2025/07/07,18:30-18:33,Mon,35.4,29.8,52,56,908,618,0.036,0.012,0.036,0.03,0.012,0.012
3252,2025/07/07,18:33-18:36,Mon,35.4,29.8,52,56,912,616,0.012,0,0.012,0.012,0.006,0.006
3253,2025/07/07,18:36-18:39,Mon,35.3,29.8,52,56,916,616,0.012,0,0.012,0.012,0.012,0.012
3254,2025/07/07,18:39-18:42,Mon,35.3,29.8,52,56,910,617,0.006,0,0.012,0.012,0.012,0.006
3255,2025/07/07,18:42-18:45,Mon,35.3,29.8,52,56,909,616,0.012,0,0.012,0.006,0.012,0.012
3256,2025/07/07,18:45-18:48,Mon,35.3,29.8,52,56,907,615,0.012,0.006,0.012,0.012,0.012,0.012
3257,2025/07/07,18:48-18:51,Mon,35.3,29.9,52,56,915,615,0.012,0.006,0.012,0.006,0.012,0.006
3258,2025/07/07,18:51-18:54,Mon,35.3,29.9,52,56,913,616,0.012,0.006,0.012,0.012,0.012,0.012
3259,2025/07/07,18:54-18:57,Mon,35.3,29.9,52,56,904,615,0.012,0.006,0.012,0.006,0.012,0.006
3260,2025/07/07,18:57-19:00,Mon,35.3,29.9,52,56,902,613,0.012,0,0.012,0.012,0.012,0.012
3261,2025/07/07,19:00-19:03,Mon,35.3,29.9,52,56,903,607,0.012,0,0.012,0.006,0.012,0.006
3262,2025/07/07,19:03-19:06,Mon,35.3,29.9,52,56,902,607,0.012,0,0.012,0.012,0.012,0.012
3263,2025/07/07,19:06-19:09,Mon,35.3,29.9,52,56,903,602,0.006,0,0.012,0.012,0.012,0.012
3264,2025/07/07,19:09-19:12,Mon,35.3,29.9,52,56,901,602,0.012,0,0.012,0.006,0.012,0.006
3265,2025/07/07,19:12-19:15,Mon,35.3,-,52,-,896,-,0.012,0.006,0.012,0.012,0.012,0.012
3266,2025/07/07,19:15-19:18,Mon,35.3,29.9,52,56,895,601,0.012,0.006,0.012,0.006,0.012,0.006
3267,2025/07/07,19:18-19:21,Mon,35.3,30,52,56,894,603,0.012,0.006,0.012,0.012,0.012,0.012
3268,2025/07/07,19:21-19:24,Mon,35.2,30,52,56,890,603,0.012,0,0.012,0.012,0.012,0.006
3269,2025/07/07,19:24-19:27,Mon,35.2,30,52,56,889,603,0.054,0.018,0.06,0.048,0.012,0.012
3270,2025/07/07,19:27-19:30,Mon,35.2,30,53,56,888,603,0.012,0,0.012,0.006,0.012,0.006
3271,2025/07/07,19:30-19:33,Mon,35.2,30.1,53,56,891,605,0.012,0,0.012,0.012,0.012,0.012
3272,2025/07/07,19:33-19:36,Mon,35.2,30,53,56,886,606,0.054,0.018,0.06,0.048,0.006,0.006
3273,2025/07/07,19:36-19:39,Mon,35.2,30.1,53,56,885,602,0.024,0.012,0.024,0.018,0.012,0.012
3274,2025/07/07,19:39-19:42,Mon,35.2,30.1,53,56,884,600,0.012,0.006,0.012,0.006,0.012,0.006
3275,2025/07/07,19:42-19:45,Mon,35.2,30,53,56,888,600,0.012,0.006,0.012,0.012,0.012,0.012
3276,2025/07/07,19:45-19:48,Mon,35.2,30,53,56,884,599,0.012,0.006,0.012,0.012,0.012,0.006
3277,2025/07/07,19:48-19:51,Mon,35.2,30.1,53,56,879,597,0,0,0,0,0.012,0.006
3278,2025/07/07,19:51-19:54,Mon,35.2,30.1,53,56,879,596,0.012,0,0.012,0.006,0.012,0.012
3279,2025/07/07,19:54-19:57,Mon,35.1,30.1,53,56,874,597,0.012,0,0.012,0.012,0.012,0.006
3280,2025/07/07,19:57-20:00,Mon,35.1,30.1,53,57,869,596,0.012,0,0.012,0.006,0.012,0.012
3281,2025/07/07,20:00-20:03,Mon,35.2,30.1,53,57,868,596,0.012,0,0.012,0.012,0.012,0.006
3282,2025/07/07,20:03-20:06,Mon,35.2,-,53,-,871,-,0.012,0,0.012,0.006,0.012,0.012
3283,2025/07/07,20:06-20:09,Mon,35.1,30.1,53,57,878,594,0.012,0.006,0.012,0.012,0.012,0.012
3284,2025/07/07,20:09-20:12,Mon,35.1,30.1,53,57,876,594,0.012,0.006,0.012,0.012,0.006,0.006
3285,2025/07/07,20:12-20:15,Mon,35.1,30.1,53,57,872,593,0.006,0.006,0.012,0.006,0.012,0.012
3286,2025/07/07,20:15-20:18,Mon,35.1,30.1,53,57,870,596,0.012,0.006,0.012,0.012,0.006,0.006
3287,2025/07/07,20:18-20:21,Mon,35.1,30.2,53,57,871,595,0.012,0.006,0.012,0.006,0.012,0.012
3288,2025/07/07,20:21-20:24,Mon,35.1,30.2,53,57,872,594,0.012,0,0.012,0.012,0.012,0.006
3289,2025/07/07,20:24-20:27,Mon,35.1,30.2,53,57,876,591,0.012,0,0.012,0.012,0.012,0.012
3290,2025/07/07,20:27-20:30,Mon,35.1,30.2,53,57,877,591,0.012,0,0.012,0.012,0.012,0.006
3291,2025/07/07,20:30-20:33,Mon,35.1,30.2,53,57,871,592,0.012,0,0.012,0.012,0.012,0.012
3292,2025/07/07,20:33-20:36,Mon,35.1,30.2,53,57,872,592,0.012,0.006,0.012,0.006,0.012,0.006
3293,2025/07/07,20:36-20:39,Mon,35.1,30.2,53,57,871,592,0.012,0.006,0.012,0.012,0.012,0.012
3294,2025/07/07,20:39-20:42,Mon,35.1,30.2,53,57,872,594,0.012,0.006,0.012,0.012,0.012,0.012
3295,2025/07/07,20:42-20:45,Mon,35.1,30.2,53,57,872,595,0.012,0,0.012,0.006,0.006,0.006
3296,2025/07/07,20:45-20:48,Mon,35.1,30.2,53,57,871,597,0.012,0,0.012,0.012,0.012,0.012
3297,2025/07/07,20:48-20:51,Mon,35.1,30.2,53,57,874,592,0.012,0,0.012,0.012,0.012,0.012
3298,2025/07/07,20:51-20:54,Mon,35.1,30.2,53,57,875,595,0.012,0.006,0.012,0.006,0.012,0.006
3299,2025/07/07,20:54-20:57,Mon,35.1,30.2,53,57,881,592,0,0,0,0,0.012,0.012
3300,2025/07/07,20:57-21:00,Mon,35.1,30.3,53,57,884,592,0.012,0.006,0.012,0.012,0.012,0.012
3301,2025/07/07,21:00-21:03,Mon,35.1,30.2,53,57,886,590,0.012,0,0.012,0.012,0.012,0.006
3302,2025/07/07,21:03-21:06,Mon,35.1,30.2,53,57,883,584,0.012,0,0.012,0.006,0.012,0.012
3303,2025/07/07,21:06-21:09,Mon,35.1,30.2,53,57,882,586,0.012,0,0.012,0.012,0.012,0.012
3304,2025/07/07,21:09-21:12,Mon,35,30.3,53,57,887,588,0.012,0.006,0.012,0.012,0.012,0.006
3305,2025/07/07,21:12-21:15,Mon,35.1,30.3,53,57,885,586,0.012,0.006,0.018,0.006,0.012,0.012
3306,2025/07/07,21:15-21:18,Mon,35,30.3,53,57,890,583,0.012,0.006,0.012,0.012,0.012,0.012
3307,2025/07/07,21:18-21:21,Mon,35,30.3,53,57,892,582,0.012,0,0.012,0.012,0.012,0.006
3308,2025/07/07,21:21-21:24,Mon,35,30.3,53,57,895,581,0.012,0,0.012,0.006,0.012,0.012
3309,2025/07/07,21:24-21:27,Mon,35,30.3,53,57,885,578,0.012,0,0.012,0.006,0.012,0.012
3310,2025/07/07,21:27-21:30,Mon,35,30.3,53,57,886,579,0.012,0.006,0.012,0.012,0.012,0.006
3311,2025/07/07,21:30-21:33,Mon,35,30.3,53,58,883,576,0.012,0.006,0.012,0.012,0.012,0.012
3312,2025/07/07,21:33-21:36,Mon,35,30.3,53,58,880,577,0.012,0.006,0.012,0.006,0.012,0.012
3313,2025/07/07,21:36-21:39,Mon,34.9,30.3,53,58,883,579,0.012,0,0.012,0.012,0.012,0.006
3314,2025/07/07,21:39-21:42,Mon,35,30.3,53,58,888,582,0.012,0,0.012,0.012,0.012,0.012
3315,2025/07/07,21:42-21:45,Mon,34.9,30.3,53,58,893,579,0.012,0.006,0.012,0.012,0.012,0.012
3316,2025/07/07,21:45-21:48,Mon,34.9,-,53,-,896,-,0.012,0.006,0.012,0.006,0.012,0.006
3317,2025/07/07,21:48-21:51,Mon,34.9,30.3,53,58,895,572,0.012,0.006,0.012,0.012,0.012,0.012
3318,2025/07/07,21:51-21:54,Mon,34.9,30.4,53,58,895,572,0.012,0,0.012,0.012,0.012,0.012
3319,2025/07/07,21:54-21:57,Mon,34.9,30.3,53,58,894,579,0.012,0,0.012,0.006,0.012,0.006
3320,2025/07/07,21:57-22:00,Mon,34.9,30.3,53,58,893,577,0.012,0,0.012,0.006,0.012,0.006
3321,2025/07/07,22:00-22:03,Mon,34.9,30.4,53,58,892,577,0.012,0.006,0.012,0.012,0.012,0.012
3322,2025/07/07,22:03-22:06,Mon,34.9,30.4,53,58,892,576,0.012,0.006,0.012,0.012,0.012,0.012
3323,2025/07/07,22:06-22:09,Mon,34.8,30.4,53,58,890,574,0.036,0.012,0.036,0.03,0.012,0.006
3324,2025/07/07,22:09-22:12,Mon,34.9,30.4,53,58,890,572,0.012,0,0.012,0.006,0.012,0.012
3325,2025/07/07,22:12-22:15,Mon,34.9,30.3,53,58,881,562,0.012,0,0.012,0.012,0.012,0.012
3326,2025/07/07,22:15-22:18,Mon,34.9,30.4,53,58,881,559,0.006,0.006,0.012,0.012,0.012,0.012
3327,2025/07/07,22:18-22:21,Mon,34.8,30.4,53,58,890,560,0.012,0.006,0.012,0.006,0.012,0.006
3328,2025/07/07,22:21-22:24,Mon,34.8,30.4,53,58,889,556,0.006,0.006,0.012,0.006,0.012,0.012
3329,2025/07/07,22:24-22:27,Mon,34.8,30.4,53,58,893,559,0.012,0,0.012,0.012,0.012,0.012
3330,2025/07/07,22:27-22:30,Mon,34.8,30.4,53,58,892,560,0.012,0,0.012,0.012,0.012,0.006
3331,2025/07/07,22:30-22:33,Mon,34.8,30.4,53,58,889,556,0.012,0,0.012,0.006,0.012,0.012
3332,2025/07/07,22:33-22:36,Mon,34.8,30.4,53,58,891,558,0.012,0.006,0.012,0.012,0.012,0.012
3333,2025/07/07,22:36-22:39,Mon,34.8,30.4,53,58,886,556,0.012,0.006,0.012,0.012,0.012,0.006
3334,2025/07/07,22:39-22:42,Mon,34.8,30.4,53,58,887,554,0.012,0.006,0.012,0.012,0.012,0.012
3335,2025/07/07,22:42-22:45,Mon,34.8,30.4,53,59,887,554,0.012,0,0.012,0.006,0.012,0.012
3336,2025/07/07,22:45-22:48,Mon,34.7,30.4,53,59,887,555,0.012,0,0.012,0.012,0.012,0.006
3337,2025/07/07,22:48-22:51,Mon,34.7,30.4,53,59,887,556,0.012,0,0.012,0.012,0.012,0.012
3338,2025/07/07,22:51-22:54,Mon,34.7,-,53,-,886,-,0.012,0.006,0.012,0.012,0.012,0.012
3339,2025/07/07,22:54-22:57,Mon,34.7,30.4,53,59,884,560,0.012,0.006,0.012,0.006,0.012,0.006
3340,2025/07/07,22:57-23:00,Mon,34.7,30.4,53,59,890,561,0.012,0.006,0.012,0.012,0.012,0.006
3341,2025/07/07,23:00-23:03,Mon,34.7,30.4,53,59,896,560,0.006,0,0.012,0.012,0.012,0.012
3342,2025/07/07,23:03-23:06,Mon,34.7,30.4,53,59,900,557,0.012,0,0.012,0.012,0.012,0.012
3343,2025/07/07,23:06-23:09,Mon,34.7,30.4,53,59,902,555,0.012,0.006,0.012,0.006,0.012,0.006
3344,2025/07/07,23:09-23:12,Mon,34.7,30.4,53,59,906,554,0.012,0.006,0.012,0.006,0.012,0.012
3345,2025/07/07,23:12-23:15,Mon,34.6,30.4,53,59,909,557,0.012,0.006,0.012,0.012,0.012,0.012
3346,2025/07/07,23:15-23:18,Mon,34.6,30.4,53,59,912,562,0.006,0,0.012,0.012,0.012,0.012
3347,2025/07/07,23:18-23:21,Mon,34.6,-,53,-,912,-,0.012,0,0.012,0.012,0.012,0.006
3348,2025/07/07,23:21-23:24,Mon,34.6,30.4,53,59,917,562,0.012,0.006,0.012,0.006,0.012,0.012
3349,2025/07/07,23:24-23:27,Mon,34.6,30.4,53,59,914,557,0.012,0.006,0.012,0.012,0.012,0.012
3350,2025/07/07,23:27-23:30,Mon,34.6,30.4,53,59,913,557,0.012,0.006,0.012,0.012,0.012,0.006
3351,2025/07/07,23:30-23:33,Mon,34.6,30.5,53,59,914,561,0.012,0,0.012,0.012,0.012,0.006
3352,2025/07/07,23:33-23:36,Mon,34.6,30.5,53,59,914,560,0.012,0,0.012,0.006,0.012,0.012
3353,2025/07/07,23:36-23:39,Mon,34.6,30.5,53,59,915,558,0.036,0.012,0.036,0.03,0.012,0.012
3354,2025/07/07,23:39-23:42,Mon,34.6,-,53,-,918,-,0.012,0.006,0.012,0.012,0.006,0.012
3355,2025/07/07,23:42-23:45,Mon,34.5,30.4,52,59,923,556,0.012,0.006,0.012,0.012,0.012,0.006
3356,2025/07/07,23:45-23:48,Mon,34.5,30.5,53,59,926,553,0.012,0,0.012,0.012,0.012,0.012
3357,2025/07/07,23:48-23:51,Mon,34.5,30.4,52,59,929,552,0.012,0,0.012,0.012,0.012,0.012
3358,2025/07/07,23:51-23:54,Mon,34.5,-,52,-,925,-,0.012,0.006,0.012,0.006,0.012,0.012
3359,2025/07/07,23:54-23:57,Mon,34.5,30.4,52,59,922,552,0.012,0.006,0.012,0.006,0.012,0.006
3360,2025/07/07,23:57-00:00,Mon,34.5,30.5,52,59,928,552,0.012,0.006,0.012,0.012,0.012,0.012
3361,2025/07/07,00:00-00:03,Tue,34.4,30.5,52,59,934,553,0.012,0,0.012,0.006,0.012,0.006
3362,2025/07/07,00:03-00:06,Tue,34.4,30.5,52,60,933,555,0.012,0,0.012,0.012,0.012,0.006
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,最大,35.5,31,63,69,1115,3052,84.576,35.346,75.204,47.658,1.95,1.53
,,,最小,18.6,21.1,51,42,488,400,0,0,0,0,0.006,0.006
,,,合計,-,-,-,-,-,-,373.8,216.138,558.45,392.19,311.286,253.068
